Date,Open,High,Low,Close,Volume
1954-10-15,31.71,31.71,31.71,31.71,2250000
1954-10-18,31.83,31.83,31.83,31.83,1790000
1954-10-19,31.91,31.91,31.91,31.91,1900000
1954-10-20,32.17,32.17,32.17,32.17,2380000
1954-10-21,32.13,32.13,32.13,32.13,2320000
1954-10-22,32.13,32.13,32.13,32.13,2080000
1954-10-25,31.96,31.96,31.96,31.96,2340000
1954-10-26,31.94,31.94,31.94,31.94,2010000
1954-10-27,32.02,32.02,32.02,32.02,2030000
1954-10-28,31.88,31.88,31.88,31.88,2190000
1954-10-29,31.68,31.68,31.68,31.68,1900000
1954-11-01,31.79,31.79,31.79,31.79,1790000
1954-11-03,32.44,32.44,32.44,32.44,2700000
1954-11-04,32.82,32.82,32.82,32.82,3140000
1954-11-05,32.71,32.71,32.71,32.71,2950000
1954-11-08,33.02,33.02,33.02,33.02,3180000
1954-11-09,33.15,33.15,33.15,33.15,3240000
1954-11-10,33.18,33.18,33.18,33.18,2070000
1954-11-11,33.47,33.47,33.47,33.47,2960000
1954-11-12,33.54,33.54,33.54,33.54,3720000
1954-11-15,33.47,33.47,33.47,33.47,3080000
1954-11-16,33.57,33.57,33.57,33.57,3260000
1954-11-17,33.63,33.63,33.63,33.63,3830000
1954-11-18,33.44,33.44,33.44,33.44,3530000
1954-11-19,33.45,33.45,33.45,33.45,3130000
1954-11-22,33.58,33.58,33.58,33.58,3000000
1954-11-23,34.03,34.03,34.03,34.03,3690000
1954-11-24,34.22,34.22,34.22,34.22,3990000
1954-11-26,34.55,34.55,34.55,34.55,3010000
1954-11-29,34.54,34.54,34.54,34.54,3300000
1954-11-30,34.24,34.24,34.24,34.24,3440000
1954-12-01,33.99,33.99,33.99,33.99,3100000
1954-12-02,34.18,34.18,34.18,34.18,3190000
1954-12-03,34.49,34.49,34.49,34.49,3790000
1954-12-06,34.76,34.76,34.76,34.76,3960000
1954-12-07,34.92,34.92,34.92,34.92,3820000
1954-12-08,34.86,34.86,34.86,34.86,4150000
1954-12-09,34.69,34.69,34.69,34.69,3300000
1954-12-10,34.56,34.56,34.56,34.56,3250000
1954-12-13,34.59,34.59,34.59,34.59,2750000
1954-12-14,34.35,34.35,34.35,34.35,2650000
1954-12-15,34.56,34.56,34.56,34.56,2740000
1954-12-16,34.93,34.93,34.93,34.93,3390000
1954-12-17,35.92,35.92,35.92,35.92,3730000
1954-12-20,35.33,35.33,35.33,35.33,3770000
1954-12-21,35.38,35.38,35.38,35.38,3630000
1954-12-22,35.34,35.34,35.34,35.34,3460000
1954-12-23,35.37,35.37,35.37,35.37,3310000
1954-12-27,35.07,35.07,35.07,35.07,2970000
1954-12-28,35.43,35.43,35.43,35.43,3660000
1954-12-29,35.74,35.74,35.74,35.74,4430000
1954-12-30,35.74,35.74,35.74,35.74,3590000
1954-12-31,35.98,35.98,35.98,35.98,3840000
1955-01-03,36.75,36.75,36.75,36.75,4570000
1955-01-04,36.42,36.42,36.42,36.42,4420000
1955-01-05,35.52,35.52,35.52,35.52,4640000
1955-01-06,35.04,35.04,35.04,35.04,5300000
1955-01-07,35.33,35.33,35.33,35.33,4030000
1955-01-10,35.79,35.79,35.79,35.79,4300000
1955-01-11,35.68,35.68,35.68,35.68,3680000
1955-01-12,35.58,35.58,35.58,35.58,3400000
1955-01-13,35.43,35.43,35.43,35.43,3350000
1955-01-14,35.28,35.28,35.28,35.28,2630000
1955-01-17,34.58,34.58,34.58,34.58,3360000
1955-01-18,34.8,34.8,34.8,34.8,3020000
1955-01-19,34.96,34.96,34.96,34.96,2760000
1955-01-20,35.13,35.13,35.13,35.13,2210000
1955-01-21,35.44,35.44,35.44,35.44,2690000
1955-01-24,35.52,35.52,35.52,35.52,2910000
1955-01-25,35.51,35.51,35.51,35.51,3230000
1955-01-26,35.95,35.95,35.95,35.95,3860000
1955-01-27,35.99,35.99,35.99,35.99,3500000
1955-01-28,36.19,36.19,36.19,36.19,3290000
1955-01-31,36.63,36.63,36.63,36.63,3500000
1955-02-01,36.72,36.72,36.72,36.72,3320000
1955-02-02,36.61,36.61,36.61,36.61,3210000
1955-02-03,36.44,36.44,36.44,36.44,2890000
1955-02-04,36.96,36.96,36.96,36.96,3370000
1955-02-07,36.96,36.96,36.96,36.96,3610000
1955-02-08,36.46,36.46,36.46,36.46,3400000
1955-02-09,36.75,36.75,36.75,36.75,3360000
1955-02-10,37.08,37.08,37.08,37.08,3460000
1955-02-11,37.15,37.15,37.15,37.15,3260000
1955-02-14,36.89,36.89,36.89,36.89,2950000
1955-02-15,36.89,36.89,36.89,36.89,3510000
1955-02-16,36.77,36.77,36.77,36.77,3660000
1955-02-17,36.84,36.84,36.84,36.84,3030000
1955-02-18,36.89,36.89,36.89,36.89,3660000
1955-02-21,36.85,36.85,36.85,36.85,3010000
1955-02-23,36.82,36.82,36.82,36.82,3030000
1955-02-24,36.62,36.62,36.62,36.62,2920000
1955-02-25,36.57,36.57,36.57,36.57,2540000
1955-02-28,36.76,36.76,36.76,36.76,2620000
1955-03-01,36.83,36.83,36.83,36.83,2830000
1955-03-02,37.15,37.15,37.15,37.15,3370000
1955-03-03,37.29,37.29,37.29,37.29,3330000
1955-03-04,37.52,37.52,37.52,37.52,2770000
1955-03-07,37.28,37.28,37.28,37.28,2630000
1955-03-08,36.58,36.58,36.58,36.58,3160000
1955-03-09,36.22,36.22,36.22,36.22,3590000
1955-03-10,36.45,36.45,36.45,36.45,2760000
1955-03-11,35.82,35.82,35.82,35.82,3040000
1955-03-14,34.96,34.96,34.96,34.96,4220000
1955-03-15,35.71,35.71,35.71,35.71,3160000
1955-03-16,35.98,35.98,35.98,35.98,2900000
1955-03-17,36.12,36.12,36.12,36.12,2200000
1955-03-18,36.18,36.18,36.18,36.18,2050000
1955-03-21,35.95,35.95,35.95,35.95,2020000
1955-03-22,36.17,36.17,36.17,36.17,1910000
1955-03-23,36.64,36.64,36.64,36.64,2730000
1955-03-24,36.93,36.93,36.93,36.93,3170000
1955-03-25,36.96,36.96,36.96,36.96,2540000
1955-03-28,36.83,36.83,36.83,36.83,2540000
1955-03-29,36.85,36.85,36.85,36.85,2770000
1955-03-30,36.52,36.52,36.52,36.52,3410000
1955-03-31,36.58,36.58,36.58,36.58,2680000
1955-04-01,36.95,36.95,36.95,36.95,2660000
1955-04-04,36.83,36.83,36.83,36.83,2500000
1955-04-05,36.98,36.98,36.98,36.98,2100000
1955-04-06,37.17,37.17,37.17,37.17,2500000
1955-04-07,37.34,37.34,37.34,37.34,2330000
1955-04-11,37.44,37.44,37.44,37.44,2680000
1955-04-12,37.66,37.66,37.66,37.66,2770000
1955-04-13,37.71,37.71,37.71,37.71,2820000
1955-04-14,37.79,37.79,37.79,37.79,2890000
1955-04-15,37.96,37.96,37.96,37.96,3180000
1955-04-18,38.27,38.27,38.27,38.27,3080000
1955-04-19,38.22,38.22,38.22,38.22,2700000
1955-04-20,38.28,38.28,38.28,38.28,3090000
1955-04-21,38.32,38.32,38.32,38.32,2810000
1955-04-22,38.01,38.01,38.01,38.01,2800000
1955-04-25,38.11,38.11,38.11,38.11,2720000
1955-04-26,38.31,38.31,38.31,38.31,2720000
1955-04-27,38.11,38.11,38.11,38.11,2660000
1955-04-28,37.68,37.68,37.68,37.68,2550000
1955-04-29,37.96,37.96,37.96,37.96,2230000
1955-05-02,38.04,38.04,38.04,38.04,2220000
1955-05-03,37.7,37.7,37.7,37.7,2630000
1955-05-04,37.64,37.64,37.64,37.64,2220000
1955-05-05,37.82,37.82,37.82,37.82,2270000
1955-05-06,37.89,37.89,37.89,37.89,2250000
1955-05-09,37.93,37.93,37.93,37.93,2090000
1955-05-10,37.85,37.85,37.85,37.85,2150000
1955-05-11,37.42,37.42,37.42,37.42,2120000
1955-05-12,37.2,37.2,37.2,37.2,2830000
1955-05-13,37.44,37.44,37.44,37.44,1860000
1955-05-16,37.02,37.02,37.02,37.02,2160000
1955-05-17,36.97,36.97,36.97,36.97,1900000
1955-05-18,37.28,37.28,37.28,37.28,2010000
1955-05-19,37.49,37.49,37.49,37.49,2380000
1955-05-20,37.74,37.74,37.74,37.74,2240000
1955-05-23,37.48,37.48,37.48,37.48,1900000
1955-05-24,37.46,37.46,37.46,37.46,1650000
1955-05-25,37.6,37.6,37.6,37.6,2100000
1955-05-26,37.85,37.85,37.85,37.85,2260000
1955-05-27,37.93,37.93,37.93,37.93,2220000
1955-05-31,37.91,37.91,37.91,37.91,1990000
1955-06-01,37.96,37.96,37.96,37.96,2510000
1955-06-02,38.01,38.01,38.01,38.01,2610000
1955-06-03,38.37,38.37,38.37,38.37,2590000
1955-06-06,39.69,39.69,39.69,39.69,2560000
1955-06-07,39.96,39.96,39.96,39.96,3230000
1955-06-08,39.22,39.22,39.22,39.22,3300000
1955-06-09,39.01,39.01,39.01,39.01,2960000
1955-06-10,39.25,39.25,39.25,39.25,2470000
1955-06-13,39.62,39.62,39.62,39.62,2770000
1955-06-14,39.67,39.67,39.67,39.67,2860000
1955-06-15,39.89,39.89,39.89,39.89,2650000
1955-06-16,39.96,39.96,39.96,39.96,2760000
1955-06-17,40.1,40.1,40.1,40.1,2340000
1955-06-20,40.14,40.14,40.14,40.14,2490000
1955-06-21,40.51,40.51,40.51,40.51,2720000
1955-06-22,40.6,40.6,40.6,40.6,3010000
1955-06-23,40.75,40.75,40.75,40.75,2900000
1955-06-24,40.96,40.96,40.96,40.96,2410000
1955-06-27,40.99,40.99,40.99,40.99,2250000
1955-06-28,40.77,40.77,40.77,40.77,2180000
1955-06-29,40.79,40.79,40.79,40.79,2180000
1955-06-30,41.03,41.03,41.03,41.03,2370000
1955-07-01,41.19,41.19,41.19,41.19,2540000
1955-07-05,41.69,41.69,41.69,41.69,2680000
1955-07-06,43.18,43.18,43.18,43.18,3140000
1955-07-07,42.58,42.58,42.58,42.58,3300000
1955-07-08,42.64,42.64,42.64,42.64,2450000
1955-07-11,42.75,42.75,42.75,42.75,2420000
1955-07-12,42.75,42.75,42.75,42.75,2630000
1955-07-13,42.24,42.24,42.24,42.24,2360000
1955-07-14,42.25,42.25,42.25,42.25,1980000
1955-07-15,42.4,42.4,42.4,42.4,2230000
1955-07-18,42.36,42.36,42.36,42.36,2160000
1955-07-19,42.1,42.1,42.1,42.1,2300000
1955-07-20,42.23,42.23,42.23,42.23,2080000
1955-07-21,42.64,42.64,42.64,42.64,2530000
1955-07-22,43.0,43.0,43.0,43.0,2500000
1955-07-25,43.48,43.48,43.48,43.48,2500000
1955-07-26,43.58,43.58,43.58,43.58,2340000
1955-07-27,43.76,43.76,43.76,43.76,2170000
1955-07-28,43.5,43.5,43.5,43.5,2090000
1955-07-29,43.52,43.52,43.52,43.52,2070000
1955-08-01,42.93,42.93,42.93,42.93,2190000
1955-08-02,43.03,43.03,43.03,43.03,2260000
1955-08-03,43.09,43.09,43.09,43.09,2190000
1955-08-04,42.36,42.36,42.36,42.36,2210000
1955-08-05,42.56,42.56,42.56,42.56,1690000
1955-08-08,42.31,42.31,42.31,42.31,1730000
1955-08-09,41.75,41.75,41.75,41.75,2240000
1955-08-10,41.74,41.74,41.74,41.74,1580000
1955-08-11,42.13,42.13,42.13,42.13,1620000
1955-08-12,42.21,42.21,42.21,42.21,1530000
1955-08-15,42.17,42.17,42.17,42.17,1230000
1955-08-16,41.86,41.86,41.86,41.86,1520000
1955-08-17,41.9,41.9,41.9,41.9,1570000
1955-08-18,41.84,41.84,41.84,41.84,1560000
1955-08-19,42.02,42.02,42.02,42.02,1400000
1955-08-22,41.98,41.98,41.98,41.98,1430000
1955-08-23,42.55,42.55,42.55,42.55,1890000
1955-08-24,42.61,42.61,42.61,42.61,2140000
1955-08-25,42.8,42.8,42.8,42.8,2120000
1955-08-26,42.99,42.99,42.99,42.99,2200000
1955-08-29,42.96,42.96,42.96,42.96,1910000
1955-08-30,42.92,42.92,42.92,42.92,1740000
1955-08-31,43.18,43.18,43.18,43.18,1850000
1955-09-01,43.37,43.37,43.37,43.37,1860000
1955-09-02,43.6,43.6,43.6,43.6,1700000
1955-09-06,43.86,43.86,43.86,43.86,2360000
1955-09-07,43.85,43.85,43.85,43.85,2380000
1955-09-08,43.88,43.88,43.88,43.88,2470000
1955-09-09,43.89,43.89,43.89,43.89,2480000
1955-09-12,44.19,44.19,44.19,44.19,2520000
1955-09-13,44.8,44.8,44.8,44.8,2580000
1955-09-14,44.99,44.99,44.99,44.99,2570000
1955-09-15,44.75,44.75,44.75,44.75,2890000
1955-09-16,45.09,45.09,45.09,45.09,2540000
1955-09-19,45.16,45.16,45.16,45.16,2390000
1955-09-20,45.13,45.13,45.13,45.13,2090000
1955-09-21,45.39,45.39,45.39,45.39,2460000
1955-09-22,45.39,45.39,45.39,45.39,2550000
1955-09-23,45.63,45.63,45.63,45.63,2540000
1955-09-26,42.61,42.61,42.61,42.61,7720000
1955-09-27,43.58,43.58,43.58,43.58,5500000
1955-09-28,44.31,44.31,44.31,44.31,3780000
1955-09-29,44.03,44.03,44.03,44.03,2560000
1955-09-30,43.67,43.67,43.67,43.67,2140000
1955-10-03,42.49,42.49,42.49,42.49,2720000
1955-10-04,42.82,42.82,42.82,42.82,2020000
1955-10-05,42.99,42.99,42.99,42.99,1920000
1955-10-06,42.7,42.7,42.7,42.7,1690000
1955-10-07,42.38,42.38,42.38,42.38,2150000
1955-10-10,41.15,41.15,41.15,41.15,3100000
1955-10-11,40.8,40.8,40.8,40.8,3590000
1955-10-12,41.52,41.52,41.52,41.52,1900000
1955-10-13,41.39,41.39,41.39,41.39,1980000
1955-10-14,41.22,41.22,41.22,41.22,1640000
1955-10-17,41.35,41.35,41.35,41.35,1480000
1955-10-18,41.65,41.65,41.65,41.65,1550000
1955-10-19,42.07,42.07,42.07,42.07,1760000
1955-10-20,42.59,42.59,42.59,42.59,2160000
1955-10-21,42.59,42.59,42.59,42.59,1710000
1955-10-24,42.91,42.91,42.91,42.91,1820000
1955-10-25,42.63,42.63,42.63,42.63,1950000
1955-10-26,42.29,42.29,42.29,42.29,1660000
1955-10-27,42.34,42.34,42.34,42.34,1830000
1955-10-28,42.37,42.37,42.37,42.37,1720000
1955-10-31,42.34,42.34,42.34,42.34,1800000
1955-11-01,42.28,42.28,42.28,42.28,1590000
1955-11-02,42.35,42.35,42.35,42.35,1610000
1955-11-03,43.24,43.24,43.24,43.24,2260000
1955-11-04,43.96,43.96,43.96,43.96,2430000
1955-11-07,44.15,44.15,44.15,44.15,2230000
1955-11-09,44.61,44.61,44.61,44.61,2580000
1955-11-10,44.72,44.72,44.72,44.72,2550000
1955-11-11,45.24,45.24,45.24,45.24,2000000
1955-11-14,46.41,46.41,46.41,46.41,2760000
1955-11-15,46.21,46.21,46.21,46.21,2560000
1955-11-16,45.91,45.91,45.91,45.91,2460000
1955-11-17,45.59,45.59,45.59,45.59,2310000
1955-11-18,45.54,45.54,45.54,45.54,2320000
1955-11-21,45.22,45.22,45.22,45.22,1960000
1955-11-22,45.66,45.66,45.66,45.66,2270000
1955-11-23,45.72,45.72,45.72,45.72,2550000
1955-11-25,45.68,45.68,45.68,45.68,2190000
1955-11-28,45.38,45.38,45.38,45.38,2460000
1955-11-29,45.56,45.56,45.56,45.56,2370000
1955-11-30,45.51,45.51,45.51,45.51,2900000
1955-12-01,45.35,45.35,45.35,45.35,2370000
1955-12-02,45.44,45.44,45.44,45.44,2400000
1955-12-05,45.7,45.7,45.7,45.7,2440000
1955-12-06,45.7,45.7,45.7,45.7,2540000
1955-12-07,45.55,45.55,45.55,45.55,2480000
1955-12-08,45.82,45.82,45.82,45.82,2970000
1955-12-09,45.89,45.89,45.89,45.89,2660000
1955-12-12,45.42,45.42,45.42,45.42,2510000
1955-12-13,45.45,45.45,45.45,45.45,2430000
1955-12-14,45.07,45.07,45.07,45.07,2670000
1955-12-15,45.06,45.06,45.06,45.06,2260000
1955-12-16,45.13,45.13,45.13,45.13,2310000
1955-12-19,45.02,45.02,45.02,45.02,2380000
1955-12-20,44.95,44.95,44.95,44.95,2280000
1955-12-21,45.84,45.84,45.84,45.84,2540000
1955-12-22,45.41,45.41,45.41,45.41,2650000
1955-12-23,45.5,45.5,45.5,45.5,2090000
1955-12-27,45.22,45.22,45.22,45.22,2010000
1955-12-28,45.05,45.05,45.05,45.05,1990000
1955-12-29,45.15,45.15,45.15,45.15,2190000
1955-12-30,45.48,45.48,45.48,45.48,2820000
1956-01-03,45.16,45.16,45.16,45.16,2390000
1956-01-04,45.0,45.0,45.0,45.0,2290000
1956-01-05,44.95,44.95,44.95,44.95,2110000
1956-01-06,45.14,45.14,45.14,45.14,2570000
1956-01-09,44.51,44.51,44.51,44.51,2700000
1956-01-10,44.16,44.16,44.16,44.16,2640000
1956-01-11,44.38,44.38,44.38,44.38,2310000
1956-01-12,44.75,44.75,44.75,44.75,2330000
1956-01-13,44.67,44.67,44.67,44.67,2120000
1956-01-16,44.14,44.14,44.14,44.14,2260000
1956-01-17,44.47,44.47,44.47,44.47,2050000
1956-01-18,44.17,44.17,44.17,44.17,2110000
1956-01-19,43.72,43.72,43.72,43.72,2500000
1956-01-20,43.22,43.22,43.22,43.22,2430000
1956-01-23,43.11,43.11,43.11,43.11,2720000
1956-01-24,43.65,43.65,43.65,43.65,2160000
1956-01-25,43.72,43.72,43.72,43.72,1950000
1956-01-26,43.46,43.46,43.46,43.46,1840000
1956-01-27,43.35,43.35,43.35,43.35,1950000
1956-01-30,43.5,43.5,43.5,43.5,1830000
1956-01-31,43.82,43.82,43.82,43.82,1900000
1956-02-01,44.03,44.03,44.03,44.03,2010000
1956-02-02,44.22,44.22,44.22,44.22,1900000
1956-02-03,44.78,44.78,44.78,44.78,2110000
1956-02-06,44.81,44.81,44.81,44.81,2230000
1956-02-07,44.6,44.6,44.6,44.6,2060000
1956-02-08,44.16,44.16,44.16,44.16,2170000
1956-02-09,43.66,43.66,43.66,43.66,2080000
1956-02-10,43.64,43.64,43.64,43.64,1770000
1956-02-13,43.58,43.58,43.58,43.58,1420000
1956-02-14,43.42,43.42,43.42,43.42,1590000
1956-02-15,44.04,44.04,44.04,44.04,3000000
1956-02-16,43.82,43.82,43.82,43.82,1750000
1956-02-17,44.52,44.52,44.52,44.52,2840000
1956-02-20,44.45,44.45,44.45,44.45,2530000
1956-02-21,44.56,44.56,44.56,44.56,2240000
1956-02-23,44.95,44.95,44.95,44.95,2900000
1956-02-24,45.32,45.32,45.32,45.32,2890000
1956-02-27,45.27,45.27,45.27,45.27,2440000
1956-02-28,45.43,45.43,45.43,45.43,2540000
1956-02-29,45.34,45.34,45.34,45.34,3900000
1956-03-01,45.54,45.54,45.54,45.54,2410000
1956-03-02,45.81,45.81,45.81,45.81,2860000
1956-03-05,46.06,46.06,46.06,46.06,3090000
1956-03-06,46.04,46.04,46.04,46.04,2770000
1956-03-07,46.01,46.01,46.01,46.01,2380000
1956-03-08,46.12,46.12,46.12,46.12,2500000
1956-03-09,46.7,46.7,46.7,46.7,3430000
1956-03-12,47.13,47.13,47.13,47.13,3110000
1956-03-13,47.06,47.06,47.06,47.06,2790000
1956-03-14,47.53,47.53,47.53,47.53,3140000
1956-03-15,47.99,47.99,47.99,47.99,3270000
1956-03-16,48.14,48.14,48.14,48.14,3120000
1956-03-19,48.59,48.59,48.59,48.59,2570000
1956-03-20,48.87,48.87,48.87,48.87,2960000
1956-03-21,48.23,48.23,48.23,48.23,2930000
1956-03-22,48.72,48.72,48.72,48.72,2650000
1956-03-23,48.83,48.83,48.83,48.83,2980000
1956-03-26,48.62,48.62,48.62,48.62,2720000
1956-03-27,48.25,48.25,48.25,48.25,2540000
1956-03-28,48.51,48.51,48.51,48.51,2610000
1956-03-29,48.48,48.48,48.48,48.48,3480000
1956-04-02,48.7,48.7,48.7,48.7,3120000
1956-04-03,48.53,48.53,48.53,48.53,2760000
1956-04-04,48.8,48.8,48.8,48.8,2760000
1956-04-05,48.57,48.57,48.57,48.57,2950000
1956-04-06,48.85,48.85,48.85,48.85,2600000
1956-04-09,48.61,48.61,48.61,48.61,2760000
1956-04-10,47.93,47.93,47.93,47.93,2590000
1956-04-11,48.31,48.31,48.31,48.31,2440000
1956-04-12,48.02,48.02,48.02,48.02,2700000
1956-04-13,47.95,47.95,47.95,47.95,2450000
1956-04-16,47.96,47.96,47.96,47.96,2310000
1956-04-17,47.93,47.93,47.93,47.93,2330000
1956-04-18,47.74,47.74,47.74,47.74,2470000
1956-04-19,47.57,47.57,47.57,47.57,2210000
1956-04-20,47.76,47.76,47.76,47.76,2320000
1956-04-23,47.65,47.65,47.65,47.65,2440000
1956-04-24,47.26,47.26,47.26,47.26,2500000
1956-04-25,47.09,47.09,47.09,47.09,2270000
1956-04-26,47.49,47.49,47.49,47.49,2630000
1956-04-27,47.99,47.99,47.99,47.99,2760000
1956-04-30,48.38,48.38,48.38,48.38,2730000
1956-05-01,48.16,48.16,48.16,48.16,2500000
1956-05-02,48.17,48.17,48.17,48.17,2440000
1956-05-03,48.34,48.34,48.34,48.34,2640000
1956-05-04,48.51,48.51,48.51,48.51,2860000
1956-05-07,48.22,48.22,48.22,48.22,2550000
1956-05-08,48.02,48.02,48.02,48.02,2440000
1956-05-09,47.94,47.94,47.94,47.94,2550000
1956-05-10,47.16,47.16,47.16,47.16,2850000
1956-05-11,47.12,47.12,47.12,47.12,2450000
1956-05-14,46.86,46.86,46.86,46.86,2440000
1956-05-15,46.37,46.37,46.37,46.37,2650000
1956-05-16,46.05,46.05,46.05,46.05,2080000
1956-05-17,46.61,46.61,46.61,46.61,1970000
1956-05-18,46.39,46.39,46.39,46.39,2020000
1956-05-21,45.99,45.99,45.99,45.99,1940000
1956-05-22,45.26,45.26,45.26,45.26,2290000
1956-05-23,45.02,45.02,45.02,45.02,2140000
1956-05-24,44.6,44.6,44.6,44.6,2600000
1956-05-25,44.62,44.62,44.62,44.62,2570000
1956-05-28,44.1,44.1,44.1,44.1,2780000
1956-05-29,45.11,45.11,45.11,45.11,2430000
1956-05-31,45.2,45.2,45.2,45.2,2020000
1956-06-01,45.58,45.58,45.58,45.58,1440000
1956-06-04,45.85,45.85,45.85,45.85,1500000
1956-06-05,45.86,45.86,45.86,45.86,1650000
1956-06-06,45.63,45.63,45.63,45.63,1460000
1956-06-07,45.99,45.99,45.99,45.99,1630000
1956-06-08,45.14,45.14,45.14,45.14,3630000
1956-06-11,45.71,45.71,45.71,45.71,2000000
1956-06-12,46.36,46.36,46.36,46.36,1900000
1956-06-13,46.42,46.42,46.42,46.42,1760000
1956-06-14,46.31,46.31,46.31,46.31,1670000
1956-06-15,46.37,46.37,46.37,46.37,1550000
1956-06-18,46.17,46.17,46.17,46.17,1440000
1956-06-19,46.22,46.22,46.22,46.22,1430000
1956-06-20,46.41,46.41,46.41,46.41,1670000
1956-06-21,46.73,46.73,46.73,46.73,1820000
1956-06-22,46.59,46.59,46.59,46.59,1630000
1956-06-25,46.41,46.41,46.41,46.41,1500000
1956-06-26,46.72,46.72,46.72,46.72,1730000
1956-06-27,47.07,47.07,47.07,47.07,2090000
1956-06-28,47.13,47.13,47.13,47.13,1900000
1956-06-29,46.97,46.97,46.97,46.97,1780000
1956-07-02,46.93,46.93,46.93,46.93,1610000
1956-07-03,47.32,47.32,47.32,47.32,1840000
1956-07-05,47.8,47.8,47.8,47.8,2240000
1956-07-06,48.04,48.04,48.04,48.04,2180000
1956-07-09,48.25,48.25,48.25,48.25,2180000
1956-07-10,48.54,48.54,48.54,48.54,2450000
1956-07-11,48.69,48.69,48.69,48.69,2520000
1956-07-12,48.58,48.58,48.58,48.58,2180000
1956-07-13,48.72,48.72,48.72,48.72,2020000
1956-07-16,49.14,49.14,49.14,49.14,2260000
1956-07-17,49.31,49.31,49.31,49.31,2520000
1956-07-18,49.3,49.3,49.3,49.3,2530000
1956-07-19,49.32,49.32,49.32,49.32,1950000
1956-07-20,49.35,49.35,49.35,49.35,2020000
1956-07-23,49.33,49.33,49.33,49.33,1970000
1956-07-24,49.33,49.33,49.33,49.33,2040000
1956-07-25,49.44,49.44,49.44,49.44,2220000
1956-07-26,49.48,49.48,49.48,49.48,2060000
1956-07-27,49.08,49.08,49.08,49.08,2240000
1956-07-30,49.0,49.0,49.0,49.0,2100000
1956-07-31,49.39,49.39,49.39,49.39,2520000
1956-08-01,49.62,49.62,49.62,49.62,2230000
1956-08-02,49.64,49.64,49.64,49.64,2530000
1956-08-03,49.64,49.64,49.64,49.64,2210000
1956-08-06,48.96,48.96,48.96,48.96,2280000
1956-08-07,49.16,49.16,49.16,49.16,2180000
1956-08-08,49.36,49.36,49.36,49.36,2480000
1956-08-09,49.32,49.32,49.32,49.32,2550000
1956-08-10,49.09,49.09,49.09,49.09,2040000
1956-08-13,48.58,48.58,48.58,48.58,1730000
1956-08-14,48.0,48.0,48.0,48.0,1790000
1956-08-15,48.99,48.99,48.99,48.99,2000000
1956-08-16,48.88,48.88,48.88,48.88,1790000
1956-08-17,48.82,48.82,48.82,48.82,1720000
1956-08-20,48.25,48.25,48.25,48.25,1770000
1956-08-21,47.89,47.89,47.89,47.89,2440000
1956-08-22,47.42,47.42,47.42,47.42,1570000
1956-08-23,48.0,48.0,48.0,48.0,1590000
1956-08-24,47.95,47.95,47.95,47.95,1530000
1956-08-27,47.66,47.66,47.66,47.66,1420000
1956-08-28,47.57,47.57,47.57,47.57,1400000
1956-08-29,47.36,47.36,47.36,47.36,1530000
1956-08-30,46.94,46.94,46.94,46.94,2050000
1956-08-31,47.51,47.51,47.51,47.51,1620000
1956-09-04,47.89,47.89,47.89,47.89,1790000
1956-09-05,48.02,48.02,48.02,48.02,2130000
1956-09-06,48.1,48.1,48.1,48.1,1550000
1956-09-07,47.81,47.81,47.81,47.81,1690000
1956-09-10,47.56,47.56,47.56,47.56,1860000
1956-09-11,47.38,47.38,47.38,47.38,1920000
1956-09-12,47.05,47.05,47.05,47.05,1930000
1956-09-13,46.09,46.09,46.09,46.09,2000000
1956-09-14,47.21,47.21,47.21,47.21,2110000
1956-09-17,47.1,47.1,47.1,47.1,1940000
1956-09-18,46.79,46.79,46.79,46.79,2200000
1956-09-19,46.24,46.24,46.24,46.24,2040000
1956-09-20,46.21,46.21,46.21,46.21,2150000
1956-09-21,46.58,46.58,46.58,46.58,2110000
1956-09-24,46.4,46.4,46.4,46.4,1840000
1956-09-25,45.75,45.75,45.75,45.75,2100000
1956-09-26,45.82,45.82,45.82,45.82,2370000
1956-09-27,45.6,45.6,45.6,45.6,1770000
1956-09-28,45.35,45.35,45.35,45.35,1720000
1956-10-01,44.7,44.7,44.7,44.7,2600000
1956-10-02,45.52,45.52,45.52,45.52,2400000
1956-10-03,46.28,46.28,46.28,46.28,2180000
1956-10-04,46.29,46.29,46.29,46.29,1600000
1956-10-05,46.45,46.45,46.45,46.45,1580000
1956-10-08,46.43,46.43,46.43,46.43,1450000
1956-10-09,46.2,46.2,46.2,46.2,1220000
1956-10-10,46.84,46.84,46.84,46.84,1620000
1956-10-11,46.81,46.81,46.81,46.81,1760000
1956-10-12,47.0,47.0,47.0,47.0,1330000
1956-10-15,46.86,46.86,46.86,46.86,1610000
1956-10-16,46.62,46.62,46.62,46.62,1580000
1956-10-17,46.26,46.26,46.26,46.26,1640000
1956-10-18,46.34,46.34,46.34,46.34,1640000
1956-10-19,46.24,46.24,46.24,46.24,1720000
1956-10-22,46.23,46.23,46.23,46.23,1430000
1956-10-23,46.12,46.12,46.12,46.12,1390000
1956-10-24,45.93,45.93,45.93,45.93,1640000
1956-10-25,45.85,45.85,45.85,45.85,1580000
1956-10-26,46.27,46.27,46.27,46.27,1800000
1956-10-29,46.4,46.4,46.4,46.4,2420000
1956-10-30,46.37,46.37,46.37,46.37,1830000
1956-10-31,45.58,45.58,45.58,45.58,2280000
