,Ticker,Code
3209,csii,1180145
3210,pfn,1296250
3211,smwb,1842731
3212,ellky,1437194
3213,ipsc,1850119
3214,kelya,55135
3215,aiki,12239
3216,csv,1016281
3217,vvr,1059386
3218,iag,1203464
3219,alt,1326190
3220,cgem,1789972
3221,swbi,1092796
3222,avir,1593899
3223,hcat,1636422
3224,vaqc,1842386
3225,bird,1653909
3226,thr,1489096
3227,tspq,1838219
3228,hckt,1057379
3229,dba,1383082
3230,revh,1841389
3231,vnda,1347178
3232,eols,1570562
3233,pgen,1356090
3234,gtpb,1842046
3235,lnd,1499849
3236,can,1780652
3237,jout,788329
3238,trns,99302
3239,inbx,1739614
3240,catc,711772
3241,nxdt,1356115
3242,sjt,319655
3243,onl,1873923
3244,smrt,1837014
3245,tpic,1455684
3246,gbl,1060349
3247,imgo,1623715
3248,user,1557127
3249,notv,720154
3250,pixy,1675634
3251,cccc,1662579
3252,cara,1346830
3253,diax,1608742
3254,msbi,1466026
3255,dpg,1515671
3256,janx,1817713
3257,irs,933267
3258,srga,1760173
3259,haac,1824013
3260,mrsn,1442836
3261,prpc,1821329
3262,thw,1635977
3263,tti,844965
3264,dx,826675
3265,alvr,1754068
3266,ccbg,726601
3267,rptx,1808158
3268,iiin,764401
3269,fcbc,859070
3270,trvg,1683825
3271,emd,1227862
3272,hyln,1759631
3273,yala,1794350
3274,pcn,1160990
3275,dhil,909108
3276,clar,913277
3277,fthy,1810523
3278,kc,1795589
3279,zumz,1318008
3280,abst,1071058
3281,bme,1314966
3282,vgm,880892
3283,bzun,1625414
3284,mx,1325702
3285,sfix,1576942
3286,vkq,877463
3287,ccb,1437958
3288,pv,1818787
3289,knte,1797768
3290,gte,1273441
3291,agx,100591
3292,adma,1368514
3293,ytpg,1840859
3294,hsii,1066605
3295,frph,844059
3296,ttcf,1741231
3297,dgnu,1827076
3298,seer,1726445
3299,amswa,713425
3300,eght,1023731
3301,knop,1564180
3302,cdxs,1200375
3303,enmpy,1630511
3304,rada,761238
3305,ggn,1313510
3306,ebf,33002
3307,srg,1628063
3308,desp,1703141
3309,kzr,1645666
3310,arow,717538
3311,tbla,1840502
3312,anzu,1840877
3313,mass,1555279
3314,artna,863110
3315,hbt,775215
3316,traq,1841230
3317,srlp,1525287
3318,tbcp,1815753
3319,hci,1400810
3320,dco,30305
3321,opra,1737450
3322,icpt,1270073
3323,eqd,1818221
3324,ctaq,1823634
3325,lind,1512499
3326,athx,1368148
3327,fbrt,1562528
3328,sxc,1514705
3329,hlth,1628945
3330,acco,712034
3331,lwel,1567098
3332,peo,216851
3333,finm,1823855
3334,nuvb,1811063
3335,snrh,1823854
3336,hhla,1824185
3337,ulnv,1605810
3338,iqi,885125
3339,ble,1176194
3340,alxo,1810182
3341,agac,1833909
3342,olp,712770
3343,vivk,1450704
3344,wkhs,1425287
3345,joff,1824149
3346,ohpa,1836129
3347,sklz,1801661
3348,bhil,1830210
3349,plce,1041859
3350,pdot,1841845
3351,mcbs,1747068
3352,bgb,1546429
3353,gevo,1392380
3354,cass,708781
3355,ephy,1827248
3356,mbwm,1042729
3357,hipo,1828105
3358,fsbc,1275168
3359,mcs,62234
3360,tcva,1845580
3361,exk,1277866
3362,pacx,1829797
3363,sbfm,1402328
3364,hy,1173514
3365,sri,1043337
3366,eqbk,1227500
3367,bgy,1393299
3368,cool,1829953
3369,sgla,1433551
3370,blue,1293971
3371,bmrc,1403475
3372,vrdn,1590750
3373,biol,811240
3374,rway,1653384
3375,fcax,1823733
3376,itrn,1337117
3377,hrtx,818033
3378,bgry,1824734
3379,dxpe,1020710
3380,max,1818383
3381,hyzn,1716583
3382,gcbc,1070524
3383,ldi,1831631
3384,mmd,1518557
3385,spfi,1163668
3386,nstb,1834518
3387,rbot,1812173
3388,tlga,1827871
3389,mmx,1773250
3390,nstd,1835814
3391,nstc,1835817
3392,mbac,1839175
3393,vitl,1579733
3394,amrn,897448
3395,nxj,1087786
3396,aaqc,1838883
3397,hps,1215913
3398,bwb,1341317
3399,myd,879361
3400,kod,1468748
3401,uk,1821424
3402,cio,1593222
3403,sdc,1775625
3404,vsec,102752
3405,axgn,805928
3406,ke,1606757
3407,gut,1080720
3408,hayn,858655
3409,impx,1820191
3410,newt,1587987
3411,wsr,1175535
3412,cvlg,928658
3413,nbb,1478888
3414,onew,1772921
3415,vuzi,1463972
3416,cem,1488775
3417,czoo,1859639
3418,lasr,1124796
3419,ddi,1799567
3420,api,1802883
3421,akya,1711933
3422,bui,1528988
3423,nktx,1787400
3424,vtnr,890447
3425,jfr,1276533
3426,ocul,1393434
3427,xpof,1802156
3428,cnbx,1343009
3429,kgeif,1477081
3430,kop,1315257
3431,blw,1233681
3432,rad,84129
3433,amyt,1783010
3434,fmnb,709337
3435,tetc,1840920
3436,naac,1830063
3437,pflt,1504619
3438,cmbm,1738177
3439,avtx,1534120
3440,ifn,917100
3441,mkfg,1816613
3442,ocgn,1372299
3443,acam,1846125
3444,airs,1870940
3445,hvt,216085
3446,mofg,1412665
3447,drd,1023512
3448,espr,1434868
3449,muc,1051004
3450,lhc,1824153
3451,asts,1780312
3452,wdh,1823986
3453,pbi,78814
3454,nvcn,1399708
3455,gain,1321741
3456,puyi,1750264
3457,mpb,879635
3458,dbo,1383058
3459,gpmt,1703644
3460,ezpw,876523
3461,gim,828803
3462,chuy,1524931
3463,ghy,1554697
3464,crmt,799850
3465,bfst,1624322
3466,smbc,916907
3467,vcv,895531
3468,npk,80172
3469,hpi,1176199
3470,orgo,1661181
3471,bfk,1137393
3472,fdus,1513363
3473,higa,1823776
3474,vera,1831828
3475,care,1829576
3476,iiiv,1728688
3477,dsx,1318885
3478,idya,1676725
3479,tcx,909494
3480,grin,1725293
3481,bvs,1665988
3482,arlo,1736946
3483,jpi,1547994
3484,trda,1689375
3485,ewtx,1710072
3486,aehr,1040470
3487,avk,1219120
3488,atlc,1464343
3489,mvf,835948
3490,pets,1040130
3491,dgica,800457
3492,pntg,1766400
3493,vsta,1792829
3494,fcuv,1590418
3495,mmu,886043
3496,cfvi,1830081
3497,aspn,1145986
3498,enpc,1816261
3499,ino,1055726
3500,rgc,1829667
3501,ilpt,1717307
3502,ficv,1855693
3503,ccne,736772
3504,cpar,1848410
3505,sgh,1616533
3506,pcpc,1824993
3507,cstr,1676479
3508,rbbn,1708055
3509,tpgy,1819399
3510,vpg,1487952
3511,icnc,1858351
3512,rmni,1635282
3513,tup,1008654
3514,mui,1232860
3515,twlv,1819498
3516,eres,1814287
3517,doyu,1762417
3518,rlyb,1739410
3519,adxs,1100397
3520,tpb,1290677
3521,cpaa,1841137
3522,pnnt,1383414
3523,ndac,1837067
3524,tree,1434621
3525,arct,1768224
3526,nqp,870780
3527,srdx,924717
3528,luxa,1823767
3529,dsu,1051003
3530,etb,1308927
3531,senea,88948
3532,cndb,1851961
3533,rmr,1644378
3534,cpsi,1169445
3535,frxb,1840161
3536,mua,901243
3537,chw,1396277
3538,pspc,1843716
3539,igd,1285890
3540,gfx,1823896
3541,amot,46129
3542,jcic,1822312
3543,scob,1838431
3544,flic,740663
3545,gtx,1735707
3546,lxfr,1096056
3547,wuyi,1687065
3548,trc,96869
3549,twni,1835881
3550,abml,1576873
3551,ontf,1110611
3552,ibcp,39311
3553,giix,1841080
3554,tnxp,1430306
3555,cnta,1847903
3556,fact,1838987
3557,glbl,1838615
3558,cswc,17313
3559,lega,1834628
3560,ross,1841610
3561,gsqd,1837207
3562,dhhc,1830188
3563,tnp,1166663
3564,tioa,1846163
3565,hcic,1829455
3566,stk,1471420
3567,oepw,1824677
3568,wsbf,1569994
3569,rxra,1840463
3570,repx,1001614
3571,ofix,884624
3572,mitk,807863
3573,acii,1838614
3574,vtru,1805012
3575,gate,1838513
3576,gnty,1058867
3577,sol,1417892
3578,spgs,1839127
3579,slac,1834755
3580,coli,1829615
3581,acah,1836274
3582,ptoc,1838238
3583,scle,1838697
3584,myps,1823878
3585,macc,1840148
3586,imab,1778016
3587,atra,1604464
3588,fmiv,1842916
3589,qsi,1816431
3590,calt,1795579
3591,trtl,1847112
3592,aerg,879911
3593,huma,1818382
3594,vln,1863006
3595,nfys,1850502
3596,smbk,1038773
3597,zt,1849408
3598,aura,1501796
3599,meso,1345099
3600,evn,1074540
3601,twnd,1814215
3602,strc,1826681
3603,kodk,31235
3604,brdg,1854401
3605,acro,1847891
3606,adct,1771910
3607,ride,1759546
3608,cmcm,1597835
3609,litt,1848364
3610,mcft,1638290
3611,cpac,1221029
3612,bcsa,1873441
3613,bhb,743367
3614,poww,1015383
3615,vlta,1819584
3616,fra,1259708
3617,best,1709505
3618,legh,1436208
3619,cifr,1819989
3620,hcar,1824846
3621,pack,1712463
3622,tyg,1268533
3623,byts,1842566
3624,adse,1879248
3625,rbb,1499422
3626,ghg,1724755
3627,isd,1534880
3628,altg,1759824
3629,dtoc,1839998
3630,cdlx,1666071
3631,ston,1753886
3632,fhtx,1822462
3633,claa,1837739
3634,hsc,45876
3635,rsvr,1824403
3636,trin,1786108
3637,flws,1084869
3638,adtx,1726711
3639,alrs,903419
3640,piai,1819175
3641,brt,14846
3642,up,1819516
3643,ead,1210123
3644,opy,791963
3645,faca,1839550
3646,prsr,1825473
3647,awp,1390195
3648,nml,1562051
3649,pfdr,1839132
3650,bvh,315858
3651,metc,1687187
3652,dfp,1559991
3653,cveo,1590584
3654,mgtx,1735438
3655,kmf,1500096
3656,hlgn,1840292
3657,nl,72162
3658,cydy,1175680
3659,lxrx,1062822
3660,myn,882150
3661,rmax,1581091
3662,lgo,1400438
3663,kvsa,1841873
3664,psag,1833235
3665,ww,105319
3666,bbcp,1703956
3667,ecc,1604174
3668,dcrd,1848959
3669,svm,1340677
3670,fisi,862831
3671,ptgx,1377121
3672,evc,1109116
3673,plmi,1840317
3674,sb,1434754
3675,cybe,768411
3676,tpvg,1580345
3677,irmd,1325618
3678,leo,818972
3679,csta,1834032
3680,cyh,1108109
3681,anac,1829558
3682,slcr,1826553
3683,kpti,1503802
3684,niu,1744781
3685,sdac,1837248
3686,egrx,827871
3687,bh-a,1726173
3688,lgsxy,1447221
3689,gotu,1768259
3690,band,1514416
3691,nerv,1598646
3692,body,1826889
3693,avte,1798749
3694,view,1811856
3695,hcne,1843205
3696,mdxg,1376339
3697,sier,1844135
3698,miy,890393
3699,ht,1063344
3700,tk,911971
3701,mvbf,1277902
3702,sln,1479615
3703,bmdpf,1002788
3704,aan,1821393
3705,emo,1517518
3706,aggr,1842329
3707,ngms,1821349
3708,aldx,1341235
3709,ssaa,1830547
3710,vki,908993
3711,fsd,1494530
3712,argu,1865377
3713,spwh,1132105
3714,dhca,1838163
3715,dnmr,1779020
3716,hmco,1829042
3717,twcb,1845618
3718,rmt,912147
3719,acdi,1850316
3720,muj,1053988
3721,esm,1841420
3722,vel,1692376
3723,sify,1094324
3724,plpc,80035
3725,krnl,1832950
3726,qtrx,1503274
3727,ppt,827773
3728,dxlg,813298
3729,bzh,915840
3730,fsrx,1834336
3731,rrac,1860879
3732,hpf,1189740
3733,fmcc,1026214
3734,nept,1401395
3735,pmo,900422
3736,wtba,1166928
3737,ospn,1044777
3738,jmkj,1624140
3739,altu,1822366
3740,hio,910068
3741,bedu,1696355
3742,eto,1281926
3743,hnst,1530979
3744,zyxi,846475
3745,ocft,1780531
3746,arbe,1861841
3747,lmdx,1685428
3748,igic,1794338
3749,cznc,810958
3750,sbnc,703904
3751,htpa,1828817
3752,jun,1838814
3753,cook,1857853
3754,gpac,1831979
3755,tipt,1393726
3756,wald,1840199
3757,cova,1837160
3758,chaa,1838293
3759,tyra,1863127
3760,tsvt,1860782
3761,hudi,1791725
3762,btai,1720893
3763,dske,1642453
3764,glue,1826457
3765,absi,1672688
3766,htbi,1538263
3767,weav,1609151
3768,fei,1556336
3769,tsib,1832737
3770,fulc,1680581
3771,nc,789933
3772,sdhy,1812923
3773,newp,1369085
3774,pfhd,1630856
3775,gxii,1826669
3776,uve,891166
3777,bsky,1846804
3778,feng,1509646
3779,grvy,1313310
3780,nnmx,1473579
3781,itrm,1659323
3782,hql,884121
3783,ebtc,1018399
3784,shbi,1035092
3785,blua,1831006
3786,gogn,1852940
3787,kalv,1348911
3788,scwo,933972
3789,boom,34067
3790,doug,1878897
3791,bmea,1840439
3792,bkuh,1440153
3793,ree,1843588
3794,kiii,1826059
3795,djco,783412
3796,rrbi,1071236
3797,dray,1852771
3798,ciig,1841338
3799,ske,1713748
3800,rfi,891290
3801,tinv,1820144
3802,amnb,741516
3803,aomr,1766478
3804,tzps,1823481
3805,lgto,1883814
3806,smmf,811808
3807,qiwi,1561566
3808,avah,1832332
3809,klaq,1823323
3810,spkb,1826435
3811,prld,1678660
3812,pfis,1056943
3813,clrm,1831937
3814,lcaa,1841024
3815,dhbc,1838176
3816,avnw,1377789
3817,dnz,1830374
3818,cnd,1824301
3819,ipvi,1839611
3820,hut,1731805
3821,aptm,1845550
3822,arrw,1835972
3823,flme,1831481
3824,ptsi,798287
3825,jri,1539337
3826,inbk,1562463
3827,ampi,1835636
3828,albo,1322505
3829,tpc,77543
3830,heps,1850235
3831,cncn,1191334
3832,pei,77281
3833,lptv,1643988
3834,amrx,1723128
3835,wpca,1836075
3836,hugs,1836894
3837,rxst,1111485
3838,vtiq,1823884
3839,avdl,1012477
3840,cgnt,1824814
3841,lgvc,1879297
3842,cir,1091883
3843,skyt,1819974
3844,groy,1834026
3845,lx,1708259
3846,krt,1758021
3847,ktf,839533
3848,fmao,792966
3849,stre,1838361
3850,kinz,1820875
3851,gbab,1495825
3852,ztr,836412
3853,fwac,1847874
3854,vxrt,72444
3855,ung,1376227
3856,cbay,1042074
3857,gbli,1494904
3858,rmbl,1596961
3859,tdf,919893
3860,supv,1517399
3861,bnr,1792267
3862,tmkr,1821606
3863,tci,733590
3864,toi,1799191
3865,ffie,1805521
3866,asc,1577437
3867,cece,3197
3868,biogy,1572957
3869,kcgi,1865407
3870,aurc,1835856
3871,ggmc,1818880
3872,kair,1824171
3873,pow,1829427
3874,chmx,1657045
3875,bark,1819574
3876,rfmz,1817159
3877,nvsa,1838433
3878,cptk,1827899
3879,ncv,1214935
3880,eh,1759783
3881,rev,887921
3882,epwr,1825720
3883,tgb,878518
3884,disa,1838831
3885,nan,1074769
3886,sgu,1002590
3887,swet,1828914
3888,mdh,1823143
3889,sfst,1090009
3890,eac,1832765
3891,adex,1830029
3892,bfz,1137391
3893,cnda,1851959
3894,roni,1845437
3895,ftcv,1829328
3896,ftvi,1844336
3897,picc,1835800
3898,pmgm,1837607
3899,ftaa,1832696
3900,ftev,1839569
3901,jugg,1842609
3902,prvb,1695357
3903,ader,1822912
3904,iiii,1829889
3905,bgr,1306550
3906,axti,1051627
3907,baca,1869673
3908,gtpa,1837105
3909,jro,1289213
3910,eft,1288992
3911,glad,1143513
3912,hawel,46207
3913,ftpa,1839972
3914,plm,866028
3915,cpz,1717457
3916,onyx,1849548
3917,lvra,1841383
3918,tg,850429
3919,rlgt,1171155
3920,cbnk,1419536
3921,cyd,932695
3922,loco,1606366
3923,blde,1779128
3924,evlv,1805385
3925,joan,1834585
3926,gilt,897322
3927,usws,1670349
3928,hdsn,925528
3929,belfa,729580
3930,ncac,1849475
3931,txcb,1006840
3932,isrl,1915328
3933,nmg,1649752
3934,ffa,1291334
3935,bhr,1574085
3936,tars,1819790
3937,rkta,1844363
3938,anik,898437
3939,fsp,1031316
3940,soi,1697500
3941,grpn,1490281
3942,aawh,1756390
3943,opad,1825024
3944,pwp,1777835
3945,ipvf,1839610
3946,min,826735
3947,cste,1504379
3948,rsi,1793659
3949,sght,1531177
3950,bpt,850033
3951,mhn,1038186
3952,puck,1836100
3953,utmd,706698
3954,pond,1842430
3955,ctv,1835378
3956,srrk,1727196
3957,advv,1698519
3958,glop,1598655
3959,efr,1258623
3960,ctlp,896429
3961,mpx,1129155
3962,ioac,1854275
3963,mtal,1853021
3964,pegr,1847241
3965,cffe,1839530
3966,neti,1587264
3967,mcbc,1053584
3968,blfy,1846017
3969,gaxy,1127993
3970,blbd,1589526
3971,nlcp,1854964
3972,aris,1865187
3973,ogi,1620737
3974,cosg,1706509
3975,dtc,1870600
3976,jmsb,1710482
3977,ipax,1844452
3978,noa,1368519
3979,reax,1862461
3980,ormp,1176309
3981,ftci,1828161
3982,caf,1368493
3983,ipva,1839608
3984,cru,1825497
3985,hlah,1826814
3986,hbcp,1436425
3987,civb,944745
3988,clas,1826855
3989,tblt,1668370
3990,fssi,1822862
3991,iacc,1844579
3992,ssti,1351636
3993,pfta,1853580
3994,wetg,1784970
3995,ello,946394
3996,vpcb,1840792
3997,hmpt,1830197
3998,bsrr,1130144
3999,mtw,61986
4000,imrx,1790340
4001,phat,1783183
4002,cang,1725123
4003,bcab,1826892
4004,hpx,1809353
4005,hix,1058239
4006,flya,1844650
4007,afb,1162027
4008,slvr,1842644
4009,bym,1181187
4010,tngx,1819133
4011,rm,1519401
4012,asaq,1819510
4013,abus,1447028
4014,dnad,1850272
4015,cmtl,23197
4016,dnab,1850271
4017,tekk,1822027
4018,fnlc,765207
4019,npab,1837929
4020,rclf,1833498
4021,lokm,1841585
4022,whf,1552198
4023,frst,1325670
4024,sor,91847
4025,jushf,1909747
4026,dhc,1075415
4027,nwpx,1001385
4028,gbio,1733294
4029,mtac,1826667
4030,lqda,1819576
4031,aht,1232582
4032,co,1467808
4033,ibex,1720420
4034,cplp,1392326
4035,dzsi,1101680
4036,hcii,1823033
4037,mon,1828325
4038,hmlp,1603016
4039,pmm,844790
4040,phvs,1830487
4041,vlgea,103595
4042,bcbp,1228454
4043,scaq,1821812
4044,acmr,1680062
4045,cmpx,1738021
4046,acb,1683541
4047,fof,1375340
4048,rgls,1505512
4049,aftr,1865975
4050,gci,1579684
4051,esq,1531031
4052,hwel,1845013
4053,ooma,1327688
4054,rmm,1771226
4055,adal,1853928
4056,amrk,1591588
4057,trssf,1778129
4058,nhhs,1503707
4059,gpp,1635650
4060,prth,1653558
4061,msb,65172
4062,oia,835333
4063,asg,786035
4064,gecc,1675033
4065,czfs,739421
4066,tcs,1411688
4067,afmd,1608390
4068,prts,1378950
4069,nrac,1831964
4070,crd-a,25475
4071,gwrs,1434728
4072,casa,1333835
4073,dsm,855887
4074,gia,1844505
4075,osur,1116463
4076,dmys,1858327
4077,aeac,1827392
4078,clim,1835713
4079,pfl,1244183
4080,zvia,1854139
4081,bwmx,1788257
4082,petz,1684425
4083,fdmt,1650648
4084,skil,1774675
4085,yell,716006
4086,bwc,1854863
4087,inaq,1862463
4088,strs,885508
4089,nca,818851
4090,ml,1807846
4091,meka,1870258
4092,upld,1505155
4093,omga,1850838
4094,pmx,1181506
4095,ryam,1597672
4096,thcp,1843993
4097,acev,1813658
4098,dmrc,1438231
4099,gwii,1850487
4100,mcaa,1856995
4101,ahpa,1846253
4102,sbii,1842729
4103,fen,1284940
4104,toac,1860482
4105,svfb,1837238
4106,sbt,1680379
4107,akic,1826574
4108,mgu,1326390
4109,pcct,1844149
4110,optn,1494650
4111,htaq,1850038
4112,dtrt,1865537
4113,usct,1860514
4114,vaxx,1851657
4115,ampy,1533924
4116,fron,1842223
4117,clrb,1279704
4118,ardc,1515324
4119,dsaq,1871745
4120,lndc,1005286
4121,cors,1842659
4122,osg,75208
4123,sar,1377936
4124,inse,1615063
4125,cbrg,1845149
4126,dhx,1393883
4127,kaii,1825962
4128,svna,1850699
4129,wrac,1855168
4130,irrx,1854795
4131,dpcs,1857803
4132,pcsb,1691337
4133,rcfa,1870143
4134,flag,1855485
4135,inve,1036044
4136,aveo,1325879
4137,nen,746514
4138,ictsf,1010134
4139,edd,1388141
4140,shca,1848558
4141,mpra,1853436
4142,fgpr,922358
4143,wwac,1853044
4144,lhaa,1841948
4145,fiac,1854480
4146,arbg,1823826
4147,noac,1824888
4148,xfin,1852749
4149,rei,1384195
4150,leju,1596856
4151,acnb,715579
4152,lcw,1847577
4153,paqc,1830531
4154,ldha,1842373
4155,afcg,1822523
4156,ptic,1821075
4157,ixaq,1852019
4158,vii,1826011
4159,iqmd,1850051
4160,itq,1805508
4161,tris,1852736
4162,biot,1825413
4163,ngvc,1547459
4164,prch,1784535
4165,unty,920427
4166,petq,1668673
4167,allk,1564824
4168,bhac,1851612
4169,fvt,1824434
4170,gnac,1832250
4171,shac,1820160
4172,blts,1827328
4173,zy,1645842
4174,tmac,1835236
4175,zeus,917470
4176,orrf,826154
4177,ostr,1834226
4178,zwrk,1828438
4179,vlat,1843091
4180,pgss,1861541
4181,boas,1838544
4182,iif,916618
4183,vcxa,1848898
4184,velo,1832371
4185,nn,1865631
4186,fbiz,1521951
4187,hwkz,1841144
4188,fanh,1413855
4189,bkcc,1326003
4190,osi,1832136
4191,mcr,851170
4192,hyi,1497186
4193,pmf,1140392
4194,clpt,1285550
4195,pstl,1759774
4196,thrn,1844280
4197,pcq,1140411
4198,eex,1579214
4199,spxx,1338561
4200,amtx,738214
4201,nath,69733
4202,alto,778164
4203,smlr,1554859
4204,le,799288
4205,tdup,1484778
4206,oprx,1448431
4207,pcb,1423869
4208,scpl,1760717
4209,cala,1496671
4210,ffntf,1783875
4211,ois,1121484
4212,egy,894627
4213,cwco,928340
4214,urg,1375205
4215,mpaa,918251
4216,edap,1041934
4217,eggf,1843973
4218,phci,1620749
4219,naut,1808805
4220,afaq,1841661
4221,giw,1848795
4222,shqa,1844908
4223,bkt,832327
4224,dibs,1600641
4225,tgan,1715768
4226,powl,80420
4227,mist,1408443
4228,ff,1337298
4229,nodk,1681206
4230,frsg,1842883
4231,mci,275694
4232,skya,1847152
4233,fzt,1839824
4234,insg,1022652
4235,uxin,1729173
4236,glo,1350869
4237,itic,720858
4238,grts,1656634
4239,pipp,1822835
4240,glre,1385613
4241,atro,8063
4242,bcov,1313275
4243,twoa,1843988
4244,eypt,1314102
4245,eqha,1826729
4246,glha,1841734
4247,kron,1741830
4248,ciso,1777319
4249,mulg,1629665
4250,mmt,809173
4251,nr,71829
4252,epm,1006655
4253,uscb,1901637
4254,erc,1227073
4255,bgfv,1156388
4256,xpax,1853397
4257,bgh,1521404
4258,aadi,1422142
4259,maca,1835416
4260,stro,1382101
4261,sunl,1821850
4262,celu,1752828
4263,yi,1738906
4264,aimd,1014763
4265,cix,1049606
4266,thrx,1745020
4267,trca,1840353
4268,jgh,1615905
4269,scm,1551901
4270,eot,1454741
4271,grwg,1604868
4272,fvcb,1675644
4273,azre,1633438
4274,nrim,1163370
4275,pkbk,1315399
4276,fct,1282850
4277,wavc,1849580
4278,avac,1836478
4279,ocn,873860
4280,atom,1420520
4281,iii,1371489
4282,bbln,1866390
4283,sgsvf,1398832
4284,mqt,887394
4285,dbd,28823
4286,aef,846676
4287,frw,1825739
4288,vktx,1607678
4289,vhaq,1823857
4290,asa,1230869
4291,opt,1815620
4292,bny,1137390
4293,dbvt,1613780
4294,pvbc,1778784
4295,otlk,1649989
4296,kbal,55772
4297,gamb,1839799
4298,ener,1855555
4299,dlca,1831928
4300,prty,1592058
4301,eigr,1305253
4302,conn,1223389
4303,kltr,1432133
4304,uroy,1711570
4305,silc,916793
4306,jrs,1158289
4307,ednc,1864891
4308,fif,1513789
4309,ueic,101984
4310,atcx,1751143
4311,refi,1867949
4312,idex,837852
4313,hov,357294
4314,wqga,1851174
4315,pyr,1743344
4316,vygr,1640266
4317,phyt,1848756
4318,mlr,924822
4319,ghac,1806156
4320,jrvs,1556801
4321,rchg,1817786
4322,gvci,1858503
4323,adap,1621227
4324,smih,1839185
4325,mlai,1851625
4326,dmb,1565381
4327,bite,1831270
4328,nvec,724910
4329,hplt,1863181
4330,crzn,1844635
4331,plnhf,1813452
4332,arte,1839990
4333,zyme,1403752
4334,apac,1844981
4335,gne,1528356
4336,rngr,1699039
4337,locc,1848323
4338,cdaq,1851909
4339,bgt,1287480
4340,ncz,1227857
4341,xair,1641631
4342,abos,1576885
4343,lian,1831283
4344,dals,1863294
4345,pulm,1574235
4346,brbs,842717
4347,omer,1285819
4348,srsa,1821682
4349,tcbx,1781730
4350,lsea,1721386
4351,qfta,1830795
4352,alco,3545
4353,hrow,1360214
4354,opa,1843121
4355,tbsa,1843764
4356,seda,1846975
4357,hrzn,1487428
4358,iren,1878848
4359,locl,1840780
4360,vrm,1580864
4361,mue,1071899
4362,oria,1847416
4363,bgsx,1838666
4364,ssbk,1689731
4365,mrns,1267813
4366,pbfs,1769663
4367,jynt,1612630
4368,piii,1832511
4369,pear,1835567
4370,ever,1640428
4371,vpv,895528
4372,bli,1689657
4373,ags,1593548
4374,veri,1615165
4375,bwfg,1505732
4376,kio,1515940
4377,vldr,1745317
4378,annx,1528115
4379,nuw,1450445
4380,bkn,894242
4381,xos,1819493
4382,ayrwf,1847462
4383,myfw,1327607
4384,curo,1711291
4385,zom,1684144
4386,kmph,1434647
4387,mmat,1431959
4388,egan,1066194
4389,cnlhn,23426
4390,omic,1850906
4391,smfr,1818331
4392,npv,897421
4393,qd,1692705
4394,psf,1498612
4395,catn,1632275
4396,bmac,1848020
4397,imaq,1846235
4398,atip,1815849
4399,bitf,1812477
4400,nrdy,1819404
4401,vcka,1820190
4402,cnfn,1352952
4403,tei,909112
4404,gacq,1846288
4405,aip,1667011
4406,alpn,1626199
4407,wewa,1616156
4408,fll,891482
4409,fgbi,1408534
4410,spne,1637761
4411,dlth,1649744
4412,pcyo,276720
4413,tsi,809559
4414,cian,1867752
4415,fxlv,1788717
4416,tmc,1798562
4417,scu,1403256
4418,acbm,1622996
4419,fph,1574197
4420,apph,1807707
4421,fdbc,1098151
4422,smti,714256
4423,cnce,1367920
4424,bbw,1113809
4425,rtsl,1575659
4426,wilc,1030997
4427,crge,1277250
4428,tron,1847513
4429,mn,1524223
4430,vmd,1729149
4431,pbax,1870404
4432,lmnr,1342423
4433,pcnt,1504239
4434,maqc,1844419
4435,pana,1828989
4436,scd,1270131
4437,pshif,1538169
4438,rbtk,1594204
4439,vtdrf,1465872
4440,vmga,1875943
4441,dbl,1525201
4442,nsrcf,1302084
4443,tsbk,1046050
4444,arl,1102238
4445,wia,1254370
4446,panl,1606909
4447,hglb,1622148
4448,uone,1041657
4449,wldn,1370450
4450,pstx,1661460
4451,mvt,897269
4452,pmts,1641614
4453,lvlu,1780201
4454,nuo,878200
4455,stks,1399520
4456,weys,106532
4457,apen,1251769
4458,gpja,41091
4459,acaq,1869141
4460,rigl,1034842
4461,rdvt,1720116
4462,pke,76267
4463,hffg,1680873
4464,jakk,1009829
4465,ndls,1275158
4466,nxp,883618
4467,cnty,911147
4468,meac,1849902
4469,rner,1854461
4470,tga,736744
4471,xers,1867096
4472,fund,825202
4473,swss,1838000
4474,fsbw,1530249
4475,cpss,889609
4476,tpba,1847090
4477,bksy,1753539
4478,essa,1382230
4479,bnft,1576169
4480,cvcy,1127371
4481,batl,1282648
4482,oxus,1852973
4483,lctx,876343
4484,loop,1504678
4485,lyts,763532
4486,selb,1453687
4487,evm,1177161
4488,vstm,1526119
4489,kbrs,1411059
4490,kmda,1567529
4491,obt,1754226
4492,tlys,1524025
4493,snce,1819113
4494,gapa,1839121
4495,thac,1863685
4496,pmvc,1807765
4497,aka,1865107
4498,isaa,1845601
4499,cenq,1841425
4500,vff,1584549
4501,fnvt,1857855
4502,acv,1636289
4503,oust,1816581
4504,jce,1385763
4505,arck,1855886
4506,nwfl,1013272
4507,pck,1170300
4508,asax,1824211
4509,roc,1884516
4510,afac,1849489
4511,mfm,801961
4512,briv,1844211
4513,apn,1849011
4514,thtx,1512717
4515,mgnx,1125345
4516,dwin,1812360
4517,lcnb,1074902
4518,ob,1454938
4519,pgrw,1833213
4520,wlfc,1018164
4521,inka,1826671
4522,fami,1701261
4523,swkh,1089907
4524,etx,1563696
4525,phic,1825724
4526,ger,1612875
